Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
ISSCC,2016,NQ,"SAR, TI",0.04,0.825,50.6,7.08,1300000000,2600000000,25.56237028,159.0912553,A 10b 2.6GS/s Time-Interleaved SAR ADC with Background Timing-Skew Calibration,"In Paper 27.7, National Taiwan University introduces a time-interleaved skew-correction technique based on signal-slope estimation. The 40nm CMOS 10b 2.6GS/s SAR ADC employing the technique achieves a 50.6dB SNDR at Nyquist rate while dissipating 18.4mW from a 1.1V power supply.","Chin-Yu Lin, Yen-Hsin Wei, Tai-Cheng Lee",,,,,,,,,,,
ISSCC,2016,NQ,"Pipe, SAR, TI",0.028,0.076,58,44.2,265000000,600000000,68.04784847,158.5387538,A 0.076mm2 12b 26.5mW 600MS/s 4×-Interleaved Subranging SAR-?? ADC with On-Chip Buffer in 28nm CMOS,"In Paper 27.8, Marvell enables significant power and area reduction by combining SAR and incremental Delta-Sigma ADCs. The 12b 28nm 600MS/s 4× time-interleaved ADC with an on-chip buffer achieves an SNDR of 60.7dB at low input frequency and 58.0dB at high frequency, while consuming 26.5mW and occupying 0.076mm2.","Alessandro Venca, Nicola Ghittori, Alessandro Bosi, Claudio Nani",,,,,,,,,,,
ISSCC,2016,OS,VCO,0.04,0.135,74,17500,203,400,4272.460938,148.5593196,A ±50mV Linear-Input-Range VCO-Based Neural-Recording Front-End with Digital Nonlinearity Correction,"In Paper 28.6, the University of California at Los Angeles proposes a front-end achieving a linear input-range of ±50mV, which is a 10× improvement with respect to the range of previous designs. The SFDR is 79dB, which is 20dB higher than existing designs.","Wenlong Jiang, Vahagn Hokhikyan, Hariprasad Chandrakumar, Vaibhav Karkare, Dejan Markovic",,,,,,,,,,,
ISSCC,2017,NQ,"Pipe, SAR, TI",0.016,1.04,57.3,128,1900000000,4000000000,214.1808493,153.2091263,A 13b 4GS/s Digitally Assisted Dynamic 3-Stage Asynchronous Pipelined-SAR ADC,"In Paper 16.1, Xilinx presents a 13b 4GS/s asynchronous pipelined SAR ADC in 16nm CMOS. The ADC features multiple on-chip calibration loops that enable the use of open-loop integrator-based amplifiers thus achieving 57.3dB SNDR for a 1.9GHz input signal.","Bruno Vaz, Adrian Lynam, Bob Verbruggen, Asma Laraba, Conrado Mesadri, Ali Boumaalif, John Mcgrath, Umanath Kamath, Ronnie De Le Torre, Alvin Manlapat, Daire Breathnach, Christophe Erdmann, Brendan Farley",,,,,,,,,,,
ISSCC,2017,OS,Pipe,0.028,5.1,66,1170,1000000000,2000000000,714.505932,152.3264408,A 9GS/s 1GHz-BW Oversampled Continuous-Time Pipeline ADC Achieving -161dBFS/Hz NSD ,"In Paper 16.2, Analog Devices introduces a 9GS/s 1GHz-BW oversampled continuous-time pipeline ADC in 28nm CMOS. This new ADC architecture simultaneously achieves the wide bandwidth of a pipeline ADC and the antialiasing properties of a continuous-time oversampled converter, reaching a -161dBFS/Hz NSD.","Hajime Shibata, Victor Kozlov, Zexi Ji, Asha Ganesan, Haiyang Zhu, and Donald Paterson",,,,,,,,,,,
ISSCC,2017,NQ,SAR,0.028,0.0043,40.1,2.08,1200000000,2400000000,25.35525463,153.8521124,A 5mW 7b 2.4GS/s 1-then-2b/cycle SAR ADC with Background Offset Calibration,"In Paper 16.4, the University of Macau presents a 7b, 2.4GS/s SAR ADC in 28nm CMOS. The 1b-then-2b/cycle algorithm skips the DAC operation during the first cycle and enables background calibration of the comparator offsets, leading to a power consumption of 5mW.","Chi-Hang Chan, Yan Zhu, Iok-MengHo, WaiHong Zhang, Seng-Pan U2,3, RuiPaulo Martins",,,,,,,,,,,
ISSCC,2017,NQ,"SAR, TI",0.028,0.184,49,37.5,3820000000,8000000000,162.8530462,150.2493874,An 8GS/s Time-Interleaved SAR ADC with Unresolved Decision Detection Achieving -58dBFS Noise and 4GHz Bandwidth in 28nm CMOS ,"In Paper 16.5, Keysight Technologies introduces an 8GS/s SAR ADC with 4GHz bandwidth in 28nm CMOS achieving 60.3dB SFDR at 3.8GHz input. Detecting late comparator decisions lowers power consumption to 300mW while allowing for improved resolution and metastability error rate.","John P. Keane, Nathaniel J. Guilar, DusanStepanovic, Bernd Wuppermann, Charles Wu, CheongyuenW. Tsang, Robert Neff, Ken Nishimura ",,,,,,,,,,,
ISSCC,2017,NQ,"Pipe, TI",0.028,7.4,55,290,4000000000,10000000000,631.1501949,147.3657201,A 12b 10GS/s Interleaved Pipeline ADC in 28nm CMOS Technology ,"In Paper 16.7, Analog Devices describes a 12b pipeline ADC in 28nm CMOS sampling at 10GS/s, that incorporates multiple circuit, interleaving, calibration and randomization techniques. The ADC achieves 64dB SFDR and 55dB SNDR for a 4GHz input signal while consuming 2.9W.","S. Devarajan, L. Singer, D. Kelly, S. Kosic, T. Pan, J. Silva, J. Brunsilius, D. Rey-Losada, F. Murden, C. Speir, J. Bray, E. Otte, N. Rakuljic, P. Brown, T. Weigandt, Q. Yu, D. Paterson, C. Petersen, J. Gealow",,,,,,,,,,,
ISSCC,2017,NQ,SAR,0.18,,48.3,2.7,500,1000,12.70959966,160.9760624,A 12nW Always-On Acoustic Sensing and Object Recognition Microsystem using Frequency-Domain Feature Extraction and SVM Classification,"In Paper 21.6, the University of Michigan, Ann Arbor presents an ultra-low power acoustic sensing and object recognition microsystems for IoT applications. An ultra-low power 8b SAR-ADC with 50fF input capacitance enables a frontend amplifier with nW-level power consumption. A serialized discrete Fourier transform feature extraction is performed in a digital back-end, replacing a high-power/area-consuming conventional FFT. The overall system consumes 12nW while successfully identifying the target objects with better than 95% accuracy.","Seokhyeon Jeong, Yu Chen, Julius Tsai, Taekwang Jang, David Blaauw, Hun-Seok Kim, Dennis Sylvester",,,,,,,,,,,
ISSCC,2017,OS,SDSC,0.028,0.015625,58.9,333,2000000,20000000,461.8563722,150.6717835,A pixel-pitch-matched ultrasound receiver for 3D photoacoustic imaging with integrated delta-sigma beamformer in 28nm UTBB FDSOI,"In Paper 27.5, Stanford University and STMicroelectronics present a 28nm ultrasound receiver for 3D photoacoustic imaging with the front-end and the modulator integrated within a 250×250µm2 pixel. The beamformer achieves 59.9dB SNR with a 7.4× area reduction over comparable prior-art solutions.","Man-Chia Chen, Aldo Peña Perez, Sri-Rajasekhar Kothapalli, Philippe Cathelin, Andreia Cathelin, Sanjiv Sam Gambhir, Boris Murmann ",,,,,,,,,,,
ISSCC,2017,OS,SAR,0.028,0.0049,79.7,46,5000000,10000000,5.825986615,180.0621217,A 0.46mW 5MHz-BW 79.7dB-SNDR Noise-Shaping SAR ADC with Dynamic-Amplifier-Based FIR-IIR Filter ,"In Paper 28.1, MediaTek describes a 5MHz BW noise-shaping SAR ADC with a highly efficient dynamicamplifier-based FIR-IIR filter. Built in 28nm technology, the ADC consumes only 0.46mW and achieves a peak SNDR of 79.7dB with a Schreier FoM of 180.1dB.","Chun-Cheng Liu, Mu-Chen Huang",,,,,,,,,,,
ISSCC,2017,OS,SDCT,0.13,0.17,80.4,380,15000000,30000000,44.4008986,171.5918641,An 11.4mW 80.4dB-SNDR 15MHz-BW CT Delta-Sigma Modulator Using 6b Double-Noise-Shaped Quantizer ,"In Paper 28.2, the University of Florida presents a 4th-order continuous-time delta-sigma modulator, employing a double noise-shaping quantizer, which incorporates both noise-shaped integrating and gated ring oscillator techniques. The prototype in 0.13?m CMOS consumes 11.4mW and exhibits 80.4dB peak SNDR over 15MHz BW.","Taewook Kim, Changsok Han, and Nima Maghari ",,,,,,,,,,,
ISSCC,2017,OS,"SDCT, VCO",0.016,0.217,71.9,216,40000000,250000000,67.1590071,165.5451625,A 125MHz-BW 71.9dB-SNDR VCO-Based CT ?? ADC with Segmented Phase-Domain ELD Compensation in 16nm CMOS ,"In Paper 28.3, MediaTek introduces a phase-domain excess-loop-delay compensation technique using a 128state segmented rotator in a VCO-based continuous-time delta-sigma modulator to achieve 125MHz BW. Fabricated in 16nm CMOS, this ADC achieves 74.8dB/-80dBc DR/THD with a FOMw of 67.2fJ/conv-step. ","Sheng-Jui Huang, Nathan Egan, Divya Kesharwani, Frank Opteynde, Michael Ashburn",,,,,,,,,,,
ISSCC,2017,NQ,"Pipe, SAR",0.065,0.08,63.5,18.9,165000000,330000000,15.44068193,167.729959,A 12b 330MS/s Pipelined-SAR ADC with PVT-Stabilized Dynamic Amplifier Achieving <1dB SNDR Variation,"In Paper 28.4, the University of Texas at Dallas proposes a PVT-stabilized dynamic amplification technique for stable residue generation in a 12b 330MS/s pipelined-SAR ADC. The measured SNDR variation is less than 1dB for supply voltages from 1.25V to 1.35V and temperatures from -5°C to 85°C. ","Hai Huang, Sudipta Sarkar, Brian Elies, and Yun Chiu",,,,,,,,,,,
ISSCC,2017,NQ,"Pipe, SAR",0.014,0.0016,50.1,4.61,750000000,1500000000,17.65118933,160.4495517,A 10b 1.5GS/s Pipelined-SAR ADC with Background Second-Stage Common-Mode Regulation and Offset Calibration in 14nm CMOS FinFET ,"In Paper 28.5, IBM presents a pipelined-SAR ADC that employs separate comparators per decision with background offset compensation and common-mode regulation of the 2nd stage. This 1.5GS/s ADC consumes 6.92mW and achieves over 50dB SNDR at Nyquist with an area of 0.0016mm2 implemented in 14nm CMOS. ","Lukas Kull, Danny Luu, Christian Menolfi, Matthias Braendli, Pier Andrea Francese, Thomas Morf, Marcel Kossel, Hazar Yueksel, Alessandro Cevrero, IlterOzkaya, Thomas Toifl",,,,,,,,,,,
ISSCC,2017,NQ,SAR,0.065,0.34,70.8,332,37500000,75000000,117.1639704,162.5783192,A 78.5dB-SNDR Radiation- and Metastability-Tolerant Two-Step Split SAR ADC Operating up to 75MS/s with 24.9mW Power Consumption in 65nm CMOS,"In Paper 28.6, the University of Texas at Dallas introduces a 5MS/s two-step split SAR ADC, incorporating single event effect error-detection techniques to achieve a 100% error-correction rate in an irradiation test with proton beams. The 65nm CMOS prototype demonstrates a 78.5dB peak SNDR and over 100dB peak SFDR at 35MS/s and consumes 24.9mW at 75MS/s. ","Hongda Xu, Yongda Cai, Ling Du, Yuan Zhou, Benwei Xu, Datao Gong, Jingbo Ye, and Yun Chiu ",,,,,,,,,,,
ISSCC,2017,NQ,"Pipe, SAR",0.028,0.097,61.1,11.9,80000000,160000000,12.80377244,167.3433639,A 0.7V 12b 160MS/s 12.8fJ/conv-step Pipelined-SAR ADC in 28nm CMOS with Digital Amplifier Technique ,"In Paper 28.7, Toshiba describes a digital amplifier technique to cancel out all the errors from the low-gain residue amplifier. The 28nm 12b 160MS/s pipelined-SAR ADC employing the proposed technique achieves a 61.1dB SNDR at Nyquist while dissipating 1.9mW from a 0.7V power supply. ","Kentaro Yoshioka, Tomohiko Sugimoto, Naoya Waki, Sinnyoung Kim, Daisuke Kurose, Hirotomo Ishii, Masanori Furuta, Akihide Sai and Tetsuro Itakura ",,,,,,,,,,,
ISSCC,2017,NQ,"SAR, TI",0.02,,37.6,14.8,8000000000,64000000000,240.1127143,142.8532637,A Transmitter and Receiver for 100Gb/s Coherent Networks with Integrated 4×64GS/s 8b ADCs and DACs in 20nm CMOS ,"In Paper 29.2, Broadcom reports the first integrated receiver and transmitter in a 100G coherent DSP chip using 4x64GS/s ADCs and DACs in 20nm CMOS. By supporting 100Gb/s coherent transmission, the overall speed of the transceiver is the fastest among all reported data-converter-based transmitters or receivers.","Jun Cao, Delong Cui, Ali Nazemi, Tim He, Guansheng Li, Burak Catli, Mehdi Khanpour, Kangmin Hu, Tamer Ali, Heng Zhang, Hairong Yu, Ben Rhew, Shiwei Sheng, Yonghyun Shim, Bo Zhang, Afshin Momtaz",,,,,,,,,,,
ISSCC,2018,OS,SAR,0.028,0.011,37.7,5,100000000,200000000,79.76106188,147.7,A 20ch TDC/ADC Hybrid SoC for 240×96-Pixel 10%-Reflection <0.125%-Precision 200m-Range Imaging LiDAR with Smart Accumulation Technique,"In Paper 5.7, Toshiba presents a TDC/ADC hybrid LiDAR SoC with a smart accumulation technique (SAT) to achieve 200m range imaging with 240×90 pixel resolution for reliable self-driving systems. The SAT using ADC information enhances the effective pixel resolution with an accumulation activated by recognizing only the target reflection, while the hybrid architecture enables a wide measurement range from 0 to 200m.","Kentaro Yoshioka, Hiroshi Kubota, Tomonori Fukushima, Satoshi Kondo, Tuan Thanh Ta, Hidenori Okuni, Kaori Watanabe, Yoshinari Ojima, Katsuyuki Kimura, Sohichiroh Hosoda, Yutaka Oota, Tomohiro Koizumi, Naoyuki Kawabe, Yasuhiro Ishii, Yoichiro Iwagami, Seitaro Yagi, Isao Fujisawa, Nobuo Kano, Tomohiro Sugimoto, Daisuke Kurose, Naoya Waki, Yumi Higashi, Tetsuya Nakamura, Yoshikazu Nagashima, Hirotomo Ishii, Akihide Sai, Nobu Matsumoto",,,,,,,,,,,
ISSCC,2018,OS,SDCT,0.028,0.25,79.8,643,50000000,100000000,80.50486489,168.7075903,A 50MHz-BW Continuous-Time ?? ADC with Dynamic Error Correction Achieving 79.8dB SNDR and 95.2dB SFDR,"In Paper 14.1, Oregon State University and MediaTek present an efficient dynamic error correction technique for an NRZ feedback DAC in a  ntinuous-time delta-sigma ADC. The 28nm ADC achieves 80dB SNDR in a 50MHz bandwidth while consuming 64.3mW.","Tao He, Michael Ashburn, Stacy Ho, Yi Zhang, Gabor Temes",,,,,,,,,,,
ISSCC,2018,OS,SDCT,0.04,0.053,93.5,450,1000,10000,11.63470574,183.9575749,A 15.2-ENOB Continuous-Time ?? ADC for a 7.3?W 200mVpp-Linear-Input-Range Neural Recording Front-End,"In Paper 14.2, the University of California, Los Angeles describes a capacitively coupled continuous-time delta-sigma ADC for a neural recording front-end in 40nm CMOS. Chopping and linearity enhancement techniques are key to demonstrating 15.2b-ENOB with only 4.5uW in 5kHz bandwidth.","Hariprasad Chandrakumar, Dejan Markovi?",,,,,,,,,,,
ISSCC,2018,OS,SAR,0.04,0.024,79,67.2,625000,1250000,9.225383136,177.7160073,A 13-ENOB 2nd-Order Noise-Shaping SAR ADC Realizing Optimized NTF Zeros Using an Error-Feedback Structure,"In Paper 14.3, the University of Texas at Austin proposes an error feedback structure with a passive FIR and re-used comparator to realize complex noise transfer function zeros in a noise-shaping SAR ADC.
Clocked at 10MHz, the 40nm ADC realizes 79dB SNDR in 625kHz bandwidth and consumes 84uW.","Shaolan Li, Bo Qiao, Miguel Gandara, Nan Sun",,,,,,,,,,,
ISSCC,2018,OS,"Incremental, SDSC",0.18,0.363,86.6,5500,100000,200000,314.7313176,166.1860731,A 1.1mW 200kS/s Incremental ?? ADC with a DR of 91.5dB Using Integrator Slicing for Dynamic Power Reduction,"In Paper 14.4, the University of Ulm introduces an integrator slicing technique in an incremental delta-sigma ADC that allows for improved noise and power tradeoffs in the front-end integrator stages. The 200kS/s prototype in 0.18?m CMOS achieves 91.5dB dynamic range and 1.1mW.","Patrick Vogelmann, Michael Haas, Maurits Ortmanns",,,,,,,,,,,
ISSCC,2018,OS,SDSC,0.16,0.25,118.1,139000,1000,2000,211.6368601,183.6579901,A 280?W Dynamic-Zoom ADC with 120dB DR and 118dB SNDR in 1kHz BW,"In Paper 14.5, Delft University of Technology presents a dynamic zoom ADC with a high-speed asynchronous SAR that works in tandem with a delta-sigma. Fabricated in 0.16?m CMOS, the ADC reaches 118dB SNDR in a 1kHz bandwidth while consuming 280uW.","Shoubhik Karmakar, Burak Gönen, Fabio Sebastiano, Robert Van Veldhoven, Kofi A. A. Makinwa",,,,,,,,,,,
ISSCC,2018,NQ,SAR,0.09,0.059,73.6,2.36,135000,270000,0.606176519,186.8251309,A 0.4V 13b 270kS/s SAR-ISDM ADC with an Opamp-Less Time-Domain Integrator,"In Paper 14.6, National Tsing Hua University proposes a single-path time-domain voltage-controlled delay line for use in a coarse SAR comparator and a fine incremental delta-sigma integrator to realize a 13b ADC. Power consumption is only 638nW at 270kS/s with 11.9b ENOB.","Sung-En Hsieh, Chih-Cheng Hsieh",,,,,,,,,,,
ISSCC,2018,NQ,SAR,0.18,4,101.5,19700,1000,1000000,202.7539178,175.5450378,A Signal-Independent Background-Calibrating 20b 1MS/s SAR ADC with 0.3ppm INL,"In Paper 14.7, Analog Devices introduces a signal independent background calibration technique to achieve 0.3ppm INL in a 20b 1MS/s pipelined SAR ADC in 0.18?m CMOS. The double conversion calibration settles to 0.25ppm within 100k samples, resulting in 101.5dB SNDR with a 5V reference.","Hongxing Li, Mark Maddox, Michael C. W. Coln, William Buckley, Derek Hummerston, Naveed Naeem",,,,,,,,,,,
ISSCC,2018,OS,SDSC,0.065,,60,30,3000,6000,36.71394594,162.2184875,A 0.3V Biofuel-Cell-Powered Glucose/Lactate Biosensing System Employing a 180nW 64dB SNR Passive ?? ADC and a 920MHz Wireless Transmitter,"In Paper 17.3, the University of California, San Diego demonstrates a wireless biosensing system powered directly by a Glucose/Lactate biofuel cell without a DC-DC converter. Operating at 0.3V, the presented chip includes an dutycycled maximum power point tracker, a 180nW 64dB SNR passive ?? ADC, and a 30pJ/b 920MHz transmitter.","Ali Fazli Yeknami, Xiaoyang Wang, Somayeh Imani, Ali Nikoofard, Itthipon Jeerapan, Joseph Wang, Patrick P. Mercier",,,,,,,,,,,
ISSCC,2018,OS,SDSC,0.13,0.0039,50.3,5,5000,10000,18.6951152,160.3,50nW 5kHz-BW Opamp-Less ?? Impedance Analyzer for Brain Neurochemistry Monitoring,"In Paper 17.5, the University of Toronto and the Toronto Western Hospital present a 12-channel potentiostat IC sensing K+ ions concentration in vivo by computing the impedance on the surface of biofouling-resistant label-free potassium-sensitive chemically functionalized microelectrodes. The 50nW, 5kHz-BW opamp-less ?? ADC performs 19.5fJ/conv at an ENOB of 8bits, and is validated in a mouse model.","Maged El Ansary, Nima Soltani, Hossein Kassiri, Ruben Machado, Suzie Dufou, Peter L. Carlen, Michael Thompson, Roman Genov",,,,,,,,,,,
ISSCC,2018,NQ,"SAR, TI",0.014,0.1475,34.2,3.26,20000000000,72000000000,77.90650614,146.0523464,A 24-to-72GS/s 8b Time-Interleaved SAR ADC with 2.0-to-3.3pJ/conversion and >30dB SNDR at Nyquist in 14nm CMOS FinFET,"This ADC employs hierarchical interleaving with 16 parallel sampling switches each driving 4 sub ADCs. The 64 asynchronous 8b SAR ADCs use separate comparators per bit and are extensively calibrated for offset, gain and timing errors.","Lukas Kull, Danny Luu, Christian Menolfi, Matthias Braendli, Pier Andrea Francese, Thomas Morf, Marcel Kossel, Alessandro Cevrero, Ilter Ozkaya, Thomas Toifl",,,,,,,,,,,
ISSCC,2018,OS,SDSC,0.13,,60.8,220,7000,20000,245.5435351,154.3654732,A 0.13?m CMOS SoC for Simultaneous Multichannel Optogenetics and Electrophysiological Brain Recording,"In Paper 29.4, Laval University presents a 0.13?m CMOS IC for simultaneous multichannel optogenetics and electrophysiological brain recording with 10 multimodal recording channels (NEF of 2.30) with ADC, and a 4-channel LED driver circuit. Digitization is done using an in-channel 8.68b ENOB ?? MASH 1-1-1
ADC with on-chip decimation including AFE, with power consumption of 11.2?W per channel.","Gabriel Gagnon-Turcotte, Christian Ethier, Yves De Koninck, Benoit Gosselin",,,,,,,,,,,
ISSCC,2018,OS,SDCT,0.065,,66.2,800,500,1000,480.9157865,154.1328002,A 92dB Dynamic Range Sub-?Vrms-Noise 0.8?W/ch Neural-Recording ADC Array with Predictive Digital Autoranging,"In Paper 29.6, the University of California San Diego presents a 16-channel 92dB input dynamic range, low-noise, low-power neural-recording acquisition system employing predictive digital auto-ranging (PDA) in 0.8V 65nm CMOS. Per-channel ADC with PDA offers a 22dB increase in input dynamic range and 30×
improvement in bandwidth and faster than 1ms recovery to 100mV input differential transient artifacts, with noise below 1?Vrms over DC-to-500Hz bandwidth at 32kHz chopping and 1?A supply current.","Chul Kim, Siddharth Joshi, Hristos Courellis, Jun Wang, Cory Miller, Gert Cauwenberghs",,,,,,,,,,,
ISSCC,2019,NQ,"Pipe, TI",0.016,0.194,61.7,19.2,1600000000,3200000000,19.27577441,165.8665951,A 3.2GS/s 10 ENOB 61mW Ringamp ADC in 16nm with Background Monitoring of Distortion,"In Paper 3.1, imec describes a 13b, 3.2GS/s, 4× interleaved ring-amplifier-based pipelined ADC, which introduces a general method for background tracking of signal-to-distortion ratio using a single-comparator stochastic ADC. This 16nm ADC achieves 61.7dB SNDR with a 1.6GHz input while consuming 61mW.","Benjamin Hershberg, Davide Dermit, Barend van Liempd, Ewout Martens, Nereo Markulic, Jorge Lagos, Jan Craninckx",,,,,,,,,,,
ISSCC,2019,NQ,"Pipe, SAR",0.028,0.0091,60,7.6,500000000,1000000000,9.298724735,168.1835641,A 7.6mW 1GS/s 60dB SNDR Single-Channel SAR-Assisted Pipelined ADC with Temperature-Compensated Dynamic Gm-R-Based Amplifier,"In Paper 3.2, the University of Macau describes a single channel 12b, 1GS/s SAR-assisted pipelined ADC. A Gm-R-based residue amplifier with temperature-compensated bias is used. This 28nm ADC achieves >60dB SNDR at Nyquist while consuming 7.6mW.","Wenning Jiang, Yan Zhu, Minglei Zhang, Chi-Hang Chan, Rui P. Martins",,,,,,,,,,,
ISSCC,2019,NQ,"Pipe, SAR, TI",0.028,1.808,58.5,31.7,2400000000,5000000000,46.13711796,160.4763683,A 5GS/s 158.6mW 12b Passive-Sampling 8×-Interleaved Hybrid ADC with 9.4 ENOB and 160.5dB FoMS in 28nm CMOS,"In Paper 3.3, KU Leuven describes a 5GS/s 12b passive-sampling 8×-interleaved hybrid ADC with a bandwidth in excess of 6GHz. This 28nm ADC achieves a 58.5dB SNDR at 2.4GHz while consuming 158.6mW.","Athanasios Ramkaj, Juan Carlos Pena Ramos, Yifan Lyu, Maarten Strackx, Marcel J. M. Pelgrom, Michiel Steyaert, Marian Verhelst, Filip Tavernier ",,,,,,,,,,,
ISSCC,2019,NQ,"Pipe, SAR",0.04,0.01,71.7,12.6,1000000,2000000,4.008870777,177.6859946,A 0.01mm2 25?W 2MS/s 74dB-SNDR Continuous-Time Pipelined-SAR ADC with 120fF Input Capacitor,"In Paper 3.4, the University of Texas Austin describes a 2MS/s, 13b continuous-time pipelined-SAR ADC with a kT/C noisefree input stage. This 40nm ADC achieves a peak SNDR of 73.5dB while consuming 25.2uW.","Linxiao Shen, Yi Shen, Xiyuan Tang, Chen-Kai Hsu, Wei Shi, Shaolan Li, Wenda Zhao, Abhishek Mukherjee, Nan Sun",,,,,,,,,,,
ISSCC,2019,NQ,"Pipe, SAR",0.065,0.053,71,4.1,10000000,20000000,1.413965642,181.8618615,A 0.6V 13b 20MS/s Two-Step TDC-Assisted SAR ADC with PVT Tracking and Speed-Enhanced Techniques,"In Paper 3.5, the University of Macau presents a 20MS/s, 13b, two-step TDC-assisted SAR ADC with PVT tracking and speed enhancing techniques. This 65nm ADC achieves a Walden FoM of 1.4fJ/conversion-step using a 0.6V supply.","Minglei Zhang, Chi-Hang Chan, Yan Zhu, Rui P. Martins",,,,,,,,,,,
ISSCC,2019,NQ,Pipe,0.016,,60.2,10,300000000,600000000,11.95938406,167.1897,A 6-to-600MS/s Fully Dynamic Ringamp Pipelined ADC with Asynchronous Event-Driven Clocking in 16nm,"In Paper 3.6, imec presents a single-channel 600MS/s, 11b, pipelined ADC with an asynchronous, event-driven approach to timing control that leads to fully dynamic power consumption. This 16nm ADC achieves 60dB SNDR and 78dB SFDR while consuming 6mW.","Benjamin Hershberg, Barend van Liempd, Nereo Markulic, Jorge Lagos, Ewout Martens, Davide Dermit, Jan Craninckx",,,,,,,,,,,
ISSCC,2019,NQ,"SAR, Pipe",0.18,16,88,653,4000000,15000000,31.82036165,176.8383519,A 10mW 16b 15MS/s Two-Step SAR ADC with 95dB DR Using Dual-Deadzone Ring-Amplifier,"In Paper 3.7, Oregon State University describes a 15MS/s, 16b, two-step SAR ADC using a dual-deadzone ring-amplifier. This 180?m ADC achieves 91dB SNDR while consuming 10mW.","Ahmed ElShater, Calvin Yoji Lee, Praveen Kumar, Venkatachala, Jason Muhlestein, Spencer Leuenberger, Kazuki Sobue, Koichi Hamashita, Un-Ku Moon",,,,,,,,,,,
ISSCC,2019,NQ,"SAR, TI",0.007,,32,1.78,14000000000,30000000000,54.83803083,146.4773748,A Sub-250mW 1-to-56Gb/s Continuous-Range PAM-4 42.5dB IL ADC/DAC-Based Transceiver in 7nm FinFET,"The enormous availability of data on the internet and the increased computational power available in the cloud require a constant increase in the bandwidth needed to transport data across the network. In order to mitigate the cost of infrastructure, the industry has proposed standards for 56Gb/s PAM-4 interfaces that can support legacy channels in conjunction with forward error correction (FEC) techniques. The reduced signal to noise ratio (SNR) available with PAM-4 modulation vs. NRZ requires sophisticated signal processing, making DSP-based solutions very attractive in terms of performance but, so far, at the expense of extra power vs. classical analog solutions. This paper demonstrates that this trade-off can be broken and presents a compact ADC/DAC DSP-based long-reach transceiver in 7nm FinFET technology that operates seamlessly from 3.5-to60Gb/s in PAM-4 (from 1-to-30Gb/s in NRZ mode) and consumes less than 250mW at 56Gb/s. The presented IP extends the deployment of DSP-based transceivers from repeater/re-timer applications to big ASICs with a very large number of ports.","Matteo Pisati, Fernando De Bernardinis, Paolo Pascale, Claudio Nani, Marco Sosio, Enrico Pozzati, Nicola Ghittori, Federico Magni, Marco Garampazzi, Giacomino Bollati, Antonio Milani, Alberto Minuti, Fabio Giunco, Paola Uggetti, Ivan Fabiano, Nicola Codega, Alessandro Bosi, Nicola Carta, Demetrio Pellicone, Giorgio Spelgatti, Massimo Cutrupi, Andrea Rossini, Roberto Massolini, Giovanni Cesura, Ivan Bietti",,,,,,,,,,,
ISSCC,2019,NQ,SAR,0.18,0.028,56.9,61.5,5000000,20000000,108.1684535,155.9509489,A 5.37mW/Channel Pitch-Matched Ultrasound ASIC with Dynamic-Bit-Shared SAR ADC and 13.2V Charge-Recycling TX in Standard CMOS for Intracardiac Echocardiograph,"In Paper 11.1, KAIST, University of California at Berkeley, National University of Singapore and Singapore Institute of Neurotechnology present a pitch-matched ultrasound ASIC for an intracardiac echocardiography (ICE) system. The presented work achieves high integration density with a 250×250?m2 unit cell and the low power consumption of 5.37mW with 5Vpp TX.","Jihee Lee, Kyoung-Rog Lee, Benjamin E. Eovino, Jeong Hoan Park, Liwei Lin, Hoi-Jun Yoo, Jerald Yoo",,,,,,,,,,,
ISSCC,2019,NQ,"VCO, TI",0.028,0.023,45.2,4.54,2500000000,5000000000,30.53791667,155.6191415,A 5GS/s 7.2 ENOB Time-Interleaved VCO-Based ADC Achieving 30.5fJ/conv-step,"In Paper 20.1, KU Leuven describes a 28nm time-interleaved VCO-based ADC. It achieves 45.2dB SNDR with a Nyquist input at 5GS/s, while consuming 22.7mW.","Maarten Baert, Wim Dehaene",,,,,,,,,,,
ISSCC,2019,OS,SAR,0.014,0.0021,66.6,15.6,9.961,80000000,8.943282507,171.6514998,A 40MHz-BW 320MS/s Passive Noise-Shaping SAR ADC with Passive Signal-Residue Summation in 14nm FinFET,"In Paper 20.2, MediaTek demonstrates a technique for passive signal-residue summation in a noise-shaping SAR ADC in 14nm FinFET technology. It achieves 66.6dB SNDR in a 40MHz bandwidth consuming 1.25mW of power.","Ying-Zu Lin, Chin-Yu Lin, Shan-Chih Tsou, Chih-Hou Tsai, Chao-Hsin Lu",,,,,,,,,,,
